platform,trial,cover_name,payload_size_bytes,success,ber,failure_reason,timestamp
whatsapp_image,1,whatsapp_image/811405291_17971878552136343_8081434845715214004_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,2,whatsapp_image/811203264_17971878456136343_4615038481509844492_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,3,whatsapp_image/811170298_17971878429136343_5168258122696570803_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,4,whatsapp_image/811266987_17971878399136343_4656465642536628973_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,5,whatsapp_image/811266962_17971878342136343_1193006750027364308_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,6,whatsapp_image/811962599_17971878318136343_6113997639241217410_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,7,whatsapp_image/811501532_17971878120136343_2566680133977745949_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,8,whatsapp_image/811437732_17971878096136343_8080988162605782948_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,9,whatsapp_image/811664961_17971877871136343_398803565071499187_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,10,whatsapp_image/811303984_17971877847136343_4946005802782168322_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,11,whatsapp_image/811170286_17971877829136343_1846786985064614617_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,12,whatsapp_image/811170453_17971877796136343_5572003323320179554_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,13,whatsapp_image/811501521_17971877772136343_7092683927237594738_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,14,whatsapp_image/811102753_17971877658136343_2656203500795816714_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,15,whatsapp_image/811267004_17971877613136343_4518931020048857900_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,16,whatsapp_image/811340307_17971877589136343_6103100989257750592_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,17,whatsapp_image/811266958_17971877553136343_4738833091577311965_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,18,whatsapp_image/811102740_17971877529136343_199371246325947915_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,19,whatsapp_image/811102753_17971877412136343_8011346922216857633_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,20,whatsapp_image/811340471_17971877193136343_8750889932720319695_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,21,whatsapp_image/811616517_17971877142136343_6561392150720658485_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,22,whatsapp_image/811665111_17971877109136343_617514327109002088_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,23,whatsapp_image/811304002_17971877082136343_2403569227400705302_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,24,whatsapp_image/811340297_17971877022136343_584819800398418529_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,25,whatsapp_image/811437746_17971876992136343_1105991665419815235_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
