platform,trial,cover_name,payload_size_bytes,success,ber,failure_reason,timestamp
whatsapp_document,1,arsenal/preview.jpg,10,True,0.00000000,,2026-09-15T09:35:12.381045+00:00
whatsapp_document,2,arsenal/preview.jpg,100,True,0.00000000,,2026-09-15T09:35:20.856575+00:00
whatsapp_document,3,arsenal/preview.jpg,1889,True,0.00000000,,2026-09-15T09:35:27.627311+00:00
whatsapp_document,4,audiophile/preview.jpg,10,True,0.00000000,,2026-09-15T09:35:49.873450+00:00
whatsapp_document,5,audiophile/preview.jpg,100,True,0.00000000,,2026-09-15T09:35:53.670069+00:00
whatsapp_document,6,audiophile/preview.jpg,641,True,0.00000000,,2026-09-15T09:35:57.871717+00:00
whatsapp_document,7,beach/preview.jpg,10,True,0.00000000,,2026-09-15T09:36:02.007832+00:00
whatsapp_document,8,beach/preview.jpg,100,True,0.00000000,,2026-09-15T09:36:07.126642+00:00
whatsapp_document,9,beach/preview.jpg,2593,True,0.00000000,,2026-09-15T09:36:11.970077+00:00
whatsapp_document,10,corsair_collection/dotted.fabeb454b273c6d2398a.jpg,10,True,0.00000000,,2026-09-15T09:36:17.579057+00:00
whatsapp_document,11,corsair_collection/dotted.fabeb454b273c6d2398a.jpg,100,True,0.00000000,,2026-09-15T09:36:24.500444+00:00
whatsapp_document,12,corsair_collection/dotted.fabeb454b273c6d2398a.jpg,21569,True,0.00000000,,2026-09-15T09:36:30.747415+00:00
whatsapp_document,13,deep_space/preview.jpg,10,True,0.00000000,,2026-09-15T09:36:44.447650+00:00
whatsapp_document,14,deep_space/preview.jpg,100,True,0.00000000,,2026-09-15T09:36:49.758952+00:00
whatsapp_document,15,deep_space/preview.jpg,2977,True,0.00000000,,2026-09-15T09:36:54.904556+00:00
whatsapp_document,16,demon_core/preview.jpg,10,True,0.00000000,,2026-09-15T09:37:00.917248+00:00
whatsapp_document,17,demon_core/preview.jpg,100,True,0.00000000,,2026-09-15T09:37:05.739947+00:00
whatsapp_document,18,demon_core/preview.jpg,2273,True,0.00000000,,2026-09-15T09:37:10.614612+00:00
whatsapp_document,19,dna_fragment/preview.jpg,10,True,0.00000000,,2026-09-15T09:37:15.801223+00:00
whatsapp_document,20,dna_fragment/preview.jpg,100,True,0.00000000,,2026-09-15T09:37:23.093885+00:00
whatsapp_document,21,dna_fragment/preview.jpg,2977,True,0.00000000,,2026-09-15T09:37:30.346448+00:00
whatsapp_document,22,eagleflag/preview.jpg,10,True,0.00000000,,2026-09-15T09:37:38.456542+00:00
whatsapp_document,23,eagleflag/preview.jpg,100,True,0.00000000,,2026-09-15T09:37:43.706207+00:00
whatsapp_document,24,eagleflag/preview.jpg,2977,True,0.00000000,,2026-09-15T09:37:58.675287+00:00
whatsapp_document,25,fantasticcar/preview.jpg,10,True,0.00000000,,2026-09-15T09:38:04.982919+00:00
whatsapp_document,26,fantasticcar/preview.jpg,100,True,0.00000000,,2026-09-15T09:38:11.422411+00:00
whatsapp_document,27,fantasticcar/preview.jpg,2593,True,0.00000000,,2026-09-15T09:38:18.336873+00:00
whatsapp_document,28,neon_sunset/preview.jpg,10,True,0.00000000,,2026-09-15T09:38:25.398888+00:00
whatsapp_document,29,neon_sunset/preview.jpg,100,True,0.00000000,,2026-09-15T09:38:31.679992+00:00
whatsapp_document,30,neon_sunset/preview.jpg,3425,True,0.00000000,,2026-09-15T09:38:38.898250+00:00
whatsapp_document,31,retro/preview.jpg,10,True,0.00000000,,2026-09-15T09:38:45.616537+00:00
whatsapp_document,32,retro/preview.jpg,100,True,0.00000000,,2026-09-15T09:38:51.772381+00:00
whatsapp_document,33,retro/preview.jpg,2241,True,0.00000000,,2026-09-15T09:38:57.397445+00:00
whatsapp_document,34,ricepod/preview.jpg,10,True,0.00000000,,2026-09-15T09:39:04.096740+00:00
whatsapp_document,35,ricepod/preview.jpg,100,True,0.00000000,,2026-09-15T09:39:08.276998+00:00
whatsapp_document,36,ricepod/preview.jpg,641,True,0.00000000,,2026-09-15T09:39:12.479830+00:00
whatsapp_document,37,sheep/preview.jpg,10,True,0.00000000,,2026-09-15T09:39:16.984885+00:00
whatsapp_document,38,sheep/preview.jpg,100,True,0.00000000,,2026-09-15T09:39:21.062728+00:00
whatsapp_document,39,sheep/preview.jpg,641,True,0.00000000,,2026-09-15T09:39:28.723151+00:00
whatsapp_document,40,shimmering_particles/preview.jpg,10,True,0.00000000,,2026-09-15T09:39:33.097892+00:00
whatsapp_document,41,shimmering_particles/preview.jpg,100,True,0.00000000,,2026-09-15T09:39:38.762064+00:00
whatsapp_document,42,shimmering_particles/preview.jpg,2529,True,0.00000000,,2026-09-15T09:39:44.126426+00:00
whatsapp_document,43,techno/preview.jpg,10,True,0.00000000,,2026-09-15T09:39:51.707312+00:00
whatsapp_document,44,techno/preview.jpg,100,True,0.00000000,,2026-09-15T09:39:55.842081+00:00
whatsapp_document,45,techno/preview.jpg,641,True,0.00000000,,2026-09-15T09:40:00.405027+00:00
